title,description,hub,coeType,enablementCategory,contentType,teams,products,format,externalUrl,videoUrl,slidesUrl,keyAssetUrl,keyAssetLabel,presenter,duration,publishDate,featured,priority
Voice Implementation Deck,"This document is the **Sidekick Voice Implementation Kickoff** presentation template, designed to guide a customer-specific project.",coe,meeting-asset,,,implementation,gladly-sidekick|journeys,,https://docs.google.com/presentation/d/1VT38dCAXkZU1YOSZvsH-NVManTbWVDOEINKtkcyaClc/edit?slide=id.g340b551edba_0_9#slide=id.g340b551edba_0_9,,,,,,,,FALSE,
Sidekick Email Video,"The video showcases Sidekick, a tool designed to enhance email communication by providing personal and intelligent responses.",content,,,document,sales|customer-success,gladly-sidekick,,https://gladly.wistia.com/medias/zpzwcogrr5,,,,,,,,FALSE,
Intro Deck Sidekick Email,"This presentation outlines the launch and capabilities of 'Sidekick Email,' a feature designed to address the challenges of long, unstructured, and backlog-prone email support.",content,,,deck,sales|customer-success,gladly-sidekick|guides,,https://docs.google.com/presentation/d/1Tc8wCa4b9Z7twKWEzALmw4fZXzMDmVjUDCXKOijQIoU/edit?slide=id.g32b5dfa9669_0_4#slide=id.g32b5dfa9669_0_4,,,,,,,,FALSE,
Email How It Works One Pager,"This document, ""Sidekick for Email – how to (1).pdf,"" serves as a guide detailing the setup, functionality, and best practices for using Gladly Customer AI's Sidekick for Email.",coe,process-innovation,,,sales|customer-success,gladly-sidekick|guides,,https://drive.google.com/file/d/13dnD1-PPkfsJKIf13gQfwyNSijF6jBc5/view,,,,,,,,FALSE,
Email Generic One Pager,"This document, titled **Sidekick Email Follow-Up Template & Outreach Guidelines**, provides a structured approach for Account Managers (AMs), Account Executives (AEs), and Customer Success Managers...",content,,,one-pager,customer-success,gladly-sidekick|insights-dashboards,,https://drive.google.com/file/d/1QqgQC4Guc2cbxU1gv335XLUcpNkvbHvI/view,,,,,,,,FALSE,
Email Follow Up Template,"This document, titled **Sidekick Email Follow-Up Template & Outreach Guidelines**, provides a structured approach for Account Managers (AMs), Account Executives (AEs), and Customer Success Managers...",content,,,document,customer-success,gladly-sidekick|insights-dashboards,,https://docs.google.com/document/d/1f2FfOZ2NcfxbAZKKiKU2lf0MHmqDoTSOmPywWeZ2LKw/edit?tab=t.0#heading=h.kunqxs6coql,,,,,,,,FALSE,
Social Comments Video,"In this video, agents learn how to efficiently manage comments and messages from various social media platforms through a unified interface.",enablement,,product,,sales|customer-success,gladly-sidekick,on-demand,,https://gladly.wistia.com/medias/4xt2udvwas,,,,,,,FALSE,
Social Comments Messaging Brief,"This document is a comprehensive messaging brief for Gladly's ""Social Comments"" feature, which outlines the value proposition, key messages, and positioning for bringing Instagram comments into the...",enablement,,competitive,,sales,gladly-sidekick,on-demand,,https://docs.google.com/document/d/1BcXnWp8z9HDPahEzcAK7UDg6ODTLXHME-TCK_uA_KtQ/edit?tab=t.0,,,,,,,FALSE,
Social Comments Slide Insert,This presentation introduces the new feature that brings customer social media comments directly into the Gladly platform.,content,,,document,sales|customer-success,gladly-sidekick,,https://docs.google.com/presentation/d/1FiSsm0BjOYMUKlmZKQ9pnpnhEP6N7lLCJgHDzomAWUI/edit?slide=id.g39b2ce3d831_0_447#slide=id.g39b2ce3d831_0_447,,,,,,,,FALSE,
Sidekick Expansion Playbook,"The purpose of this playbook is to empower Gladly’s Account Management and Customer Success teams with the insights, actions, and resources they need to drive meaningful expansion of Sidekick.",enablement,,product,,customer-success,gladly-sidekick|insights-dashboards,playbook,,https://docs.google.com/document/d/1oNpLt1B6-dwblKtxXiQiYGynLkYesCe8LjAwhoIyQps/edit?usp=drive_link,,,,,,,FALSE,
Sidekick Adoption Playbook,"The purpose of this playbook is to empower Gladly’s Account Management and Customer Success teams with the insights, actions, and resources they need to drive meaningful adoption of Sidekick – acro...",enablement,,value-realization,,customer-success,gladly-sidekick|insights-dashboards,playbook,,https://docs.google.com/document/d/1jZSBq3GSv5iA33ZwAvv0dLGFQmKf2l4bIFVPZvr2T2g/edit?usp=drive_link,,,,,,,FALSE,
Sidekick for Zendesk Play,"This play is designed to help you in selling Sidekick as a standalone AI product to businesses currently using Zendesk who want to elevate their CX with personalized, end-to-end automation without ...",enablement,,internal-ops,,sales,gladly-sidekick,playbook,,https://docs.google.com/document/d/1wPX5JDe_2awuql2zK5aPJnYcDQ-rAqTHWTslUzvs03Y/edit?tab=t.2f7vl8kjvusu,,,,,,,FALSE,
White Glove Implementation Service + Buyout Program Play,"This play tackles friction in implementation, especially for Stage 3+ enterprise deals.",enablement,,value-realization,,implementation,,playbook,,https://docs.google.com/document/d/1CzOkCAs3cHxzDmLZwCVQSeKlVjuo7uftY5Yso-05DWk/edit?tab=t.2f7vl8kjvusu#heading=h.5cav0eubzkz7,,,,,,,FALSE,
Live Customer Example Play Library,This play allows prospects to experience Gladly in a real-world setting using live customer environments.,enablement,,value-realization,,sales,gladly-sidekick,playbook,,https://docs.google.com/document/d/1yJV4fHvPCu99QqMKr2QuB2_MSacc-nNiEOKj_kfCLqE/edit?tab=t.0#heading=h.tjb0gwcnipxo,,,,,,,FALSE,
RFP Lockout Play,"This play is designed to influence an RFP before it is issued, positioning Gladly as the preferred solution.",enablement,,gtm-strategy,,sales|customer-success,gladly-team,playbook,,https://docs.google.com/document/d/1Qch86aH3u8v3R7cV5nWGPTKuOhzeolOHYOuTGMYWXCA/edit?tab=t.0,,,,,,,FALSE,
Kustomer Competitor Knockout Play,This play is designed to re-engage closed-lost opportunities from Kustomer by leveraging recent changes at Kustomer.,enablement,,competitive,,sales,gladly-team,playbook,,https://docs.google.com/document/d/1Qch86aH3u8v3R7cV5nWGPTKuOhzeolOHYOuTGMYWXCA/edit?tab=t.0,,,,,,,FALSE,
Champion Kit Play,This play equips internal champions with resources to promote Gladly within their organization.,coe,tool,,,sales|customer-success,gladly-team|insights-dashboards,,https://docs.google.com/document/d/1EL4-ZXrgc-uZxLpM8FzI_iafY-oxkqozUkActJVixIA/edit?tab=t.0#heading=h.tjy6r743vffo,,,,,,,,FALSE,
Self-Guided Implementation One Pager,"This document is a one-pager on Gladly's ""Self-Guided Gladly Implementation,"" which is a flexible option for teams with less than 10 agents to configure the essential features of the platform at th...",content,,,one-pager,implementation,gladly-team|guides,,https://drive.google.com/file/d/1w4S1IzIN7-JEjyi_7UhhWWc0LG0Bpd6s/view?usp=drive_link,,,,,,,,FALSE,
Gladly Eliminates Silos One Pager,"This document, titled ""Use Case One Pager_Gladly Eliminates Siloes_April 2025.pdf,"" is an overview of how Gladly breaks out of siloed support experiences by integrating all customer conversations i...",content,,,one-pager,sales|customer-success,gladly-sidekick,,https://drive.google.com/file/d/1pY4hOMPc7YhXm2AskFHACR6Zw33MDcnR/view?usp=sharing,,,,,,,,FALSE,
Tickets vs Customer One Pager,This one-pager from Gladly compares the benefits and drawbacks of ticket-based and customer-based Customer Experience (CX) systems.,coe,internal-best-practice,,,sales|customer-success,gladly-team,,https://drive.google.com/file/d/1Oa8C8FDs3SroU03unBen6fPGkAUpn-_Y/view?usp=drive_link,,,,,,,,FALSE,
Gladly Partner Battle Card One Pager,"This document is the ""Partner One Pager"" or ""Gladly Battlecard,"" providing an overview of Gladly's AI-powered customer service platform.",content,,,battlecard,sales|customer-success,gladly-team,,https://drive.google.com/file/d/17_9LCwnL9BH1ZfoeLQOhHPqn7RHNN-If/view?usp=drive_link,,,,,,,,FALSE,
Online Marketplace Vertical One Pager,"This document, titled ""Vertical One Pager_Marketplace Solutions_Nov 2024.pdf,"" presents Gladly's AI-powered Customer Service Platform and its specialized ""Marketplace Solutions"" for delivering trus...",content,,,one-pager,sales|customer-success,gladly-team,,https://drive.google.com/file/d/1CRXgCgj_ruiJ0Clpjzb6UevL14WIXqRg/view,,,,,,,,FALSE,
Travel & Hospitality Vertical One Pager,"This document is a one-sheet (datasheet) for Gladly, which describes how their AI-powered, customer-centric service redefines guest experiences in the travel and hospitality vertical.",content,,,one-pager,sales,gladly-team,,https://drive.google.com/file/d/1Mu1MGPsSrE8ShpCKaCNS6ISQrTox3dfi/view?usp=sharing,,,,,,,,FALSE,
Travel & Hospitality Vertical Analysis,"This document, ""Travel & Hospitality Vertical Analysis,"" provides a comprehensive overview of the travel and hospitality industry, detailing its current trends, key audience segments, and major pai...",content,,,document,sales,gladly-team,,https://docs.google.com/document/d/1GhbYoFlbHIXS-tVdMy1_ngotx5gzxCEPl-ySJN3lA3E/edit?tab=t.0,,,,,,,,FALSE,
Travel & Hospitality Sequence Messaging,"This document is a ""Travel / Hospitality Sequence Messaging"" guide containing a series of email and social media templates for a sales or marketing outreach campaign.",content,,,document,sales,gladly-team,,https://docs.google.com/document/d/18nBbbcnX7IV4a6qHtgaqgo-2SVWB_RS_-KCPb3dmP_c/edit?tab=t.0#heading=h.fe2qyuv9l64q,,,,,,,,FALSE,
Travel & Hospitality FAQs,This document is a Frequently Asked Questions (FAQ) guide for the Travel & Hospitality and Online Marketplaces verticals.,content,,,document,sales,gladly-team,,https://docs.google.com/document/d/1Cdd_ivXFOs2k1pipyeUUgSLTdUr3CSfzxq-qGErmkBs/edit?tab=t.0#heading=h.iwuloo3jzt5f,,,,,,,,FALSE,
Online Marketplaces Slides,"This slide library, titled ""STMP - Slide Library - Online Marketplaces [FY25 Q4],"" focuses on how Gladly's platform delivers excellence at scale for online marketplaces.",coe,meeting-asset,,,sales|customer-success,gladly-team,,https://docs.google.com/presentation/d/15lQocvlxIJKRoycn19k15Lc-oUr2Ih6jv4dJtww80_E/edit#slide=id.g3147ecaf258_0_888,,,,,,,,FALSE,
Online Marketplace Vertical Analysis,"This document, titled ""Marketplace Vertical Research - 2024,"" is a comprehensive analysis of the marketplace vertical, detailing market size (projected to exceed $5 trillion by 2025), key industry ...",content,,,document,sales,gladly-team,,https://docs.google.com/document/d/1RGiv1Hb4fPfikezxsxIj4agGRN1Nl_zPMK3MY7vUnxM/edit?tab=t.0#heading=h.uuzsw2r8k3fj,,,,,,,,FALSE,
Marketplace Sequence Messaging,"This document contains a structured, multi-step sales outreach sequence, titled ""High Volume Marketplace Sequence Messaging,"" designed for engaging potential clients in the marketplace sector.",coe,tool,,,sales,gladly-team,,https://docs.google.com/document/d/1A3e5Q5vYkOZJo4i14hdfHDXH8ewCo9TTz0699FqEkU0/edit?tab=t.0#heading=h.fe2qyuv9l64q,,,,,,,,FALSE,
Online Marketplaces FAQs,This document is a Frequently Asked Questions (FAQ) guide focused on the Travel & Hospitality and Online Marketplaces verticals.,content,,,document,sales,gladly-team,,https://docs.google.com/document/d/1Cdd_ivXFOs2k1pipyeUUgSLTdUr3CSfzxq-qGErmkBs/edit?tab=t.0#heading=h.iwuloo3jzt5f,,,,,,,,FALSE,
7/17/26 BVA SLA + Demo Walkthrough,Live demo walkthrough of BVA SLA calculator and value metrics.,coe,meeting-asset,,,sales|customer-success,,,https://docs.google.com/presentation/d/1Xrvj5G2QH9Cz85c4F8nJKKtex4YL7MBdyUf5K4kxaFM/present?slide=id.g36729fa5026_3_52,,,,,,,,FALSE,
Gladly Value Based Selling Series Video,Video series on Gladly value-based selling methodology and techniques.,coe,internal-best-practice,,,sales,gladly-team,,https://drive.google.com/file/d/1UyX7dPuJtPFywtYQR_ZL068oL2TTDeaW/view,,,,,,,,FALSE,
*New* Pre-Sales BVA,Choose your own adventure (BVA)! Take customer inputs and Gladly benchmarks to project what a potential 3-year impact could look like for a prospect who is considering Hero and/or Sidekick.,coe,meeting-asset,,,sales,gladly-sidekick,,https://docs.google.com/spreadsheets/d/1BX9m4ogrOi6sA3qQtwjSm6WpGqKpT30CxJZh1nWzsvA/edit?gid=1938166837#gid=1938166837,,,,,,,,FALSE,
Sidekick ROI Calculator,This top-down model looks at current and/or future value of Sidekick by quantifying the impact of assists and resolutions.,coe,tool,,,sales|customer-success,gladly-sidekick|insights-dashboards,,https://docs.google.com/spreadsheets/d/1PMTbK4qKdIdlFFezp2lT9KQQNI7XQTM0taun7ySAXFk/edit,,,,,,,,FALSE,
BVA Readout template,The BVA Readout Template template helps you tell a compelling value story to a customer or prospect with financial justification!,coe,meeting-asset,,,sales|customer-success,,,https://docs.google.com/presentation/d/15ScGeoNBnZ63_RZ5eOwhDouVTCZR4l9xG1jYs8F79d0/present?slide=id.g373e63e2f84_0_373,,,,,,,,FALSE,
Sidekick Voice PAYG Pricing calculator,"Estimate potential three-year Sidekick Voice telephony & consumption costs. Ensure you validate inputs (volume, handle time, telephony, Sidekick call duration) with SMEs, should you have questions.",coe,tool,,,sales|customer-success,gladly-sidekick,,https://docs.google.com/spreadsheets/d/1MYtm9riUTgLX3jNXbGFcbFuzXnPppF7zN79xEZM58UU/edit?gid=0#gid=0,,,,,,,,FALSE,
Customer Meeting Slides,"For CS: Identify slides based on outcome to lead a compelling, actionable customer meeting.",coe,meeting-asset,,,sales|customer-success,gladly-team,,https://docs.google.com/presentation/d/1BMqm50ls4lJfYPw1TSyoSFjuBmM3u2m8PVEwTNy5Rko/edit?slide=id.g33d39233a97_0_6#slide=id.g33d39233a97_0_6,,,,,,,,FALSE,
Customer Asset Library,"Find prior customer executive decks, BVA models, QBR decks, and more here to learn from!",coe,meeting-asset,,,sales|customer-success,,,https://docs.google.com/spreadsheets/d/1F6hagYyIKi614gmOO7WedoCs2CItxOoCVepQTXQiWTQ/edit?gid=1403690311#gid=1403690311,,,,,,,,FALSE,
Proof Point + CoE Repository,"Find prior customer executive decks, BVA models, QBR decks, and more here to learn from!",coe,meeting-asset,,,sales|customer-success,,,https://docs.google.com/spreadsheets/d/1Y0n1rVskWIzWcegwCbfP7YUXkjV58TFf5S7LLxMkFNA/edit?gid=1725734072#gid=1725734072,,,,,,,,FALSE,
BVA Intro deck for Customers,"This deck can supplement your discovery to introduce the exercise to prospect or customers: the BVA process, why it could benefit them, potential data required, and what sample outputs look like.",coe,meeting-asset,,,sales|customer-success,,,https://docs.google.com/presentation/d/1AWu9KZw2Kcc6oThj2q6FU0oXGeqavwlJ9KD3uEXyyMo/edit#slide=id.g2815936df9e_0_7,,,,,,,,FALSE,
Customer BVA One Pager,"Did you walk your customer through the BVA approach, and they asked for a summary?",coe,meeting-asset,,,sales|customer-success,,,https://drive.google.com/open?authuser=0&id=1x7vzm8ERhvNdqXeSTBs1n7EgdHBscqNS,,,,,,,,FALSE,
Ada Battlecard,"This document is a competitive battle card positioning Gladly's ""Sidekick"" against Ada AI, a no-code automation platform focused on scaling customer support with features like a visual flow builder...",content,,,battlecard,sales,gladly-sidekick,,https://drive.google.com/file/d/1fnwJuqQuQt7iZDIBa3MePAfncnGF7Ee7/view?usp=drive_link,,,,,,,,FALSE,
Intercom Fin Battlecard,"This document is a competitive battle card detailing the strengths and weaknesses of Intercom Fin, a high-performing AI agent, to help Gladly's sales team position their platform against it.",content,,,battlecard,sales,gladly-team,,https://drive.google.com/file/d/1hxDSNP-QyNMETjwxSv5PQ42kIHAmuh6y/view?usp=drive_link,,,,,,,,FALSE,
Sierra Battlecard,"This document is the ""Sierra Battlecard,"" a competitive analysis positioning Gladly's Sidekick AI platform against Sierra, an autonomous agent platform serving support, sales, and operations.",content,,,battlecard,sales,gladly-sidekick,,https://drive.google.com/file/d/10ojRCBWs5FFjHEUm9Hxg597kdGAGHgLy/view?usp=drive_link,,,,,,,,FALSE,
Zendesk Battlecard,"This document is a competitive battle card from Gladly, positioning its platform against Zendesk, which is described as a mature CX platform focused on service efficiency and automated resolution.",content,,,battlecard,sales,gladly-sidekick,,https://drive.google.com/file/d/1wytz1MQTAFPBNJZ-za-nhpP083UudHye/view?usp=drive_link,,,,,,,,FALSE,
Gorgias Battlecard,"This document is a competitive battle card, last updated in November 2025, positioning Gladly against Gorgias, an e-commerce customer service platform.",content,,,battlecard,sales|customer-success,gladly-team|insights-dashboards,,https://drive.google.com/file/d/18QRQimV3gSjfZw7uSsFfXBLxICy0_qFg/view?usp=drive_link,,,,,,,,FALSE,
Decagon Batttlecard,"This document is a competitive battle card comparing the AI agent platform Decagon with Gladly, positioning Gladly as the preferred solution.",coe,internal-best-practice,,,sales|customer-success,gladly-team,,https://drive.google.com/file/d/1-KbCuHpkUuCiJmSZkYO9imBki3sa50IZ/view?usp=drive_link,,,,,,,,FALSE,
Genesys Battlecard,"This document is a competitive battle card focused on Genesys, positioning it against Gladly as a ""Hero and Sidekick Competitor."" It outlines key differentiators for Gladly over Genesys, focusing o...",coe,internal-best-practice,,,sales,gladly-sidekick,,https://docs.google.com/document/d/1h9B0TPLhLPvV1HIu43u4_NQbx0eWhuffYIMW40-kZVM/edit?usp=drive_link,,,,,,,,FALSE,
Dixa Battlecard,"This document is a ""Dixa Battle Card"" for Gladly, designed to equip sales teams with information for competing against Dixa.",content,,,battlecard,sales,gladly-team|insights-dashboards,,https://docs.google.com/document/d/1_x1GZjDmha5lDn-Fn2a0tkeAV10NdVeN0nP147KX3lk/edit?usp=drive_link,,,,,,,,FALSE,
Kustomer Battlecard,Competitive battlecard with knockout positioning against Kustomer.,content,,,battlecard,sales|customer-success,,,https://docs.google.com/document/d/1z-ePQ3ApRnIdaZYaoJt03_MT5IibRID6TOgDqpYXslo/edit?usp=drive_link,,,,,,,,FALSE,
Salesforce Service Cloud Battle Card 2024,"This document is the ""Salesforce Service Cloud Battle Card,"" designed for Gladly sales teams to compete against Salesforce Service Cloud.",content,,,battlecard,sales|implementation,gladly-team,,https://docs.google.com/document/d/1C959ewp303oQtG_qcsB7Wyipq8AIe5bpY-uLh2ncDFo/edit?usp=drive_link,,,,,,,,FALSE,
Netomi Battle Card 2024,"This document is a ""Netomi Battle Card"" that compares Gladly's Sidekick product against the competitor Netomi, positioning Netomi as a ""Sidekick Competitor."" It highlights Gladly Sidekick's advanta...",enablement,,competitive,,implementation,gladly-sidekick,on-demand,,https://docs.google.com/document/d/10SGlOfQa6ScUmQX4qAgpe_YrSdZPFtHDnK_lFK7bSAI/edit?usp=drive_link,,,,,,,FALSE,
Linc Battle Card 2024,"The ""Linc Battle Card 2024"" is a competitive document comparing Gladly Sidekick with the competitor Linc.",content,,,battlecard,sales|customer-success,gladly-sidekick|insights-dashboards,,https://docs.google.com/document/d/1vpQ9pWOMhNjA-bzMeMZAsegTaiHU6QgTLjigIlvfy28/edit?usp=drive_link,,,,,,,,FALSE,
Sprinklr Battlecard 2024,"This document is a ""Sprinklr Battlecard"" for the Gladly sales team, providing strategies and talking points to compete against Sprinklr in sales deals.",content,,,battlecard,sales|implementation,gladly-team,,https://docs.google.com/document/d/1LTHFTItCxQHYg894EE0s0ewtL0w1uYihCImJjMdW3Pg/edit?usp=drive_link,,,,,,,,FALSE,
Zendesk vs Gladly: CI Analysis 2025,"This document is a Competitive Intelligence Analysis comparing Zendesk and Gladly's customer service platforms, focusing on features, pricing, and market positioning.",content,,,document,sales|customer-success,gladly-sidekick|gladly-team,,https://docs.google.com/document/d/1ISCpT49SKsxg9OVhFepvKvF4M-IApszxnKC09GAqNh4/edit?usp=drive_link,,,,,,,,FALSE,
